unit,task_id,mixer,seed,p,strategy,status,loss,energy_report,p_opt,p_feas,p_opt_given_feas,objective_evaluations,gradient_evaluations,work_credits,work_budget,nominal_layer_work,fit_seconds,iterations,winner_call,active_parameter_count,earlier_parameter_change,incomplete_previous_calls_charged,ancestor_calls,ancestor_gradients,ancestor_credits,ancestor_layer_work,ancestor_fit_seconds,cumulative_layer_work,cumulative_credits,cumulative_fit_seconds,cumulative_calls,parent_record,parent_sha256,winner_sha256,has_state,complex_state_sha256,independent_state_error,cnot,ancillas,one_qubit,toffoli,initial_parameters_sha256,anchor_present,prefix_present
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,17,WARM_JOINT,BUDGET_EXHAUSTED,0.3446792836931724,0.3446792836931727,3.774902581151111e-06,8.836343248861956e-06,0.42720189504151346,23,22,67,68,1139,3.9092516899108887,20,23,34,0.5220573804783484,0,298,283,864,8328,26.252333402633667,9467,931,30.161585092544556,321,fits/tv2_m16_branch_00__X__s9101/p016/WARM_JOINT/WINNER.json,391736f350aaf335b815cca7eb399b83103336bad3785667de33429835d4f92a,85414efdbd6a3ddebe128130d3eee8da2e6b6595c42e1d451b61587fc4ac020e,False,,,169490,509,211513,22916,873e85f9a2288b6300e3f05668d2c4e430a3a1961edb444ab849d0175d428545,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,18,FROZEN_LAYERWISE,CONVERGED,0.36307316655916744,0.3630731665591682,4.19373149045925e-06,1.3949730631606524e-05,0.3006317183614518,4,3,10,72,180,0.5977785587310791,2,4,2,0.0,0,187,171,529,5156,16.706652641296387,5336,539,17.304431200027466,191,fits/tv2_m16_branch_00__X__s9101/p017/FROZEN_LAYERWISE/WINNER.json,c312b2adccc6ce7cfdbe027dda297d56745d7867b587e894f2ea2fbff91961e4,3c95a75b0476c6b503e2689f2a1ffb1e0902ff1f76810e6509bf79c60810dd1a,False,,,179460,509,223954,24264,abdc291a0b9a8b38040cce599584fa6684144822d6cb0c73c076250b077af2d5,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,18,WARM_JOINT,BUDGET_EXHAUSTED,0.3446786805000286,0.3446786805000285,4.014891564027765e-06,8.941354124756442e-06,0.44902500314929966,24,23,70,72,1260,4.327908992767334,22,24,36,0.05840316209782204,0,321,305,931,9467,30.161585092544556,10727,1001,34.48949408531189,345,fits/tv2_m16_branch_00__X__s9101/p017/WARM_JOINT/WINNER.json,85414efdbd6a3ddebe128130d3eee8da2e6b6595c42e1d451b61587fc4ac020e,87e28bfafb773de7b1cf1e5cd6c20619b4041faf05e7f7f1273117c03b82c665,False,,,179460,509,223954,24264,3819f0884f77235743dd4a246b5375cec4dac018c8d879aedef7be1315102ade,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,19,FROZEN_LAYERWISE,CONVERGED,0.3630731665246605,0.3630731665246603,4.1935613809100785e-06,1.3949387390420069e-05,0.3006269209922483,4,3,10,76,190,0.6480638980865479,2,4,2,0.0,0,191,174,539,5336,17.304431200027466,5526,549,17.952495098114014,195,fits/tv2_m16_branch_00__X__s9101/p018/FROZEN_LAYERWISE/WINNER.json,3c95a75b0476c6b503e2689f2a1ffb1e0902ff1f76810e6509bf79c60810dd1a,a3e48f37237f38214b557aad07ffcc41dc72b98a2c8101f9780a3a73a1abe82a,False,,,189430,509,236395,25612,0dcd5a31ffee038cb401f6b19562194bc657909ec5881b791db94f8f5a0875e8,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,19,WARM_JOINT,BUDGET_EXHAUSTED,0.3446783052197899,0.3446783052197898,4.10661610131376e-06,8.910061854576463e-06,0.46089647505695874,26,25,76,76,1444,4.8763933181762695,23,26,38,0.12168629790030994,0,345,328,1001,10727,34.48949408531189,12171,1077,39.36588740348816,371,fits/tv2_m16_branch_00__X__s9101/p018/WARM_JOINT/WINNER.json,87e28bfafb773de7b1cf1e5cd6c20619b4041faf05e7f7f1273117c03b82c665,f540ffdc6aeedb2c28e99d6fa195d6d5ac73e54376ae5b1219a9a3c369da1216,False,,,189430,509,236395,25612,bd2e34e7059295978b89b863e1ce7d244be78228cbf28e1c22ed0ff3738fda39,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,20,FROZEN_LAYERWISE,CONVERGED,0.36306263658829224,0.36306263658829196,4.282028756058752e-06,1.4139583845698683e-05,0.3028398008588748,15,14,43,80,860,2.869870662689209,10,15,2,0.0,0,195,177,549,5526,17.952495098114014,6386,592,20.822365760803223,210,fits/tv2_m16_branch_00__X__s9101/p019/FROZEN_LAYERWISE/WINNER.json,a3e48f37237f38214b557aad07ffcc41dc72b98a2c8101f9780a3a73a1abe82a,b29f1fd7dd61fd60b52607eb5fd169ddbb308dfccaa88659fb936a9d6f4d77f7,False,,,199400,509,248836,26960,5dd8874f212fa57e45423e9eebefb5b07a58a19f0c59e2b28a7b855c176cd833,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,20,WARM_JOINT,BUDGET_EXHAUSTED,0.344678156219526,0.3446781562195259,3.97193543768315e-06,8.824745041803966e-06,0.45009067331323166,27,26,79,80,1580,5.2868616580963135,24,27,40,0.08090815042629806,0,371,353,1077,12171,39.36588740348816,13751,1156,44.65274906158447,398,fits/tv2_m16_branch_00__X__s9101/p019/WARM_JOINT/WINNER.json,f540ffdc6aeedb2c28e99d6fa195d6d5ac73e54376ae5b1219a9a3c369da1216,dd691a9c0cdda750b5e75b351e6de1c500ef8a17c9df2d0cda82245cbe20ad36,False,,,199400,509,248836,26960,58efd5569ce14c5811212ef91eecd2ef535b04d684997b086be397c3a4b6e1b8,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,21,FROZEN_LAYERWISE,CONVERGED,0.3630626364453278,0.3630626364453278,4.28235093858775e-06,1.4140282040843229e-05,0.3028476324742657,4,3,10,84,210,0.7405622005462646,2,4,2,0.0,0,210,191,592,6386,20.822365760803223,6596,602,21.562927961349487,214,fits/tv2_m16_branch_00__X__s9101/p020/FROZEN_LAYERWISE/WINNER.json,b29f1fd7dd61fd60b52607eb5fd169ddbb308dfccaa88659fb936a9d6f4d77f7,fefd72ab3c53dc19f1bee01c2e0d5cf73dcc50909424bab372fbd7b92d01052c,False,,,209370,509,261277,28308,bd6be009e555c20d1bd08e9470d9b1bda68801608513b44da23eb798c663e81e,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,21,WARM_JOINT,BUDGET_EXHAUSTED,0.3446780433258855,0.3446780433258853,4.086225442961792e-06,8.844576253762614e-06,0.462003529137244,28,27,82,84,1722,5.905637264251709,23,28,42,0.030352622965989173,0,398,379,1156,13751,44.65274906158447,15473,1238,50.55838632583618,426,fits/tv2_m16_branch_00__X__s9101/p020/WARM_JOINT/WINNER.json,dd691a9c0cdda750b5e75b351e6de1c500ef8a17c9df2d0cda82245cbe20ad36,034314f287dc5c02e854d933d0c718b4f80f2adb1727231395be8db800877f16,False,,,209370,509,261277,28308,472afb66fef591f53c01d0fad58232819916fc2991d677500a6bd0add9b5f16d,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,22,FROZEN_LAYERWISE,CONVERGED,0.36306263603149097,0.3630626360314908,4.281812306923637e-06,1.4139110944385968e-05,0.302834621198284,4,3,10,88,220,0.7552530765533447,2,4,2,0.0,0,214,194,602,6596,21.562927961349487,6816,612,22.318181037902832,218,fits/tv2_m16_branch_00__X__s9101/p021/FROZEN_LAYERWISE/WINNER.json,fefd72ab3c53dc19f1bee01c2e0d5cf73dcc50909424bab372fbd7b92d01052c,160ad96fb934c2908b4691d926180062c9e02d7746dfc5e024690d2565d5a1e6,False,,,219340,509,273718,29656,37d8148cf3a94dd8ab58ff1fc242376fb1259017f2e5f8e3a7d8e319c2ae9918,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,22,WARM_JOINT,BUDGET_EXHAUSTED,0.3446778056415508,0.3446778056415515,4.051400809446009e-06,8.8042651537268e-06,0.46016342519296705,30,29,88,88,1936,6.702111482620239,27,30,44,0.16856377090877772,0,426,406,1238,15473,50.55838632583618,17409,1326,57.26049780845642,456,fits/tv2_m16_branch_00__X__s9101/p021/WARM_JOINT/WINNER.json,034314f287dc5c02e854d933d0c718b4f80f2adb1727231395be8db800877f16,cd0adbf4cc0a553515750dba375e73aa8e310a82e3ca4cd14fabbf5667566c16,False,,,219340,509,273718,29656,59fd6ca844c58530791f04c1ce1d8687df979890aabb74354485f47b10a84fd7,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,23,FROZEN_LAYERWISE,CONVERGED,0.3630626355329292,0.3630626355329292,4.282414136732128e-06,1.4140414715263002e-05,0.3028492602914778,4,3,10,92,230,0.8218412399291992,2,4,2,0.0,0,218,197,612,6816,22.318181037902832,7046,622,23.14002227783203,222,fits/tv2_m16_branch_00__X__s9101/p022/FROZEN_LAYERWISE/WINNER.json,160ad96fb934c2908b4691d926180062c9e02d7746dfc5e024690d2565d5a1e6,c8ff198beaf08d7758a9bb805963c6f4a03d62f78c789d2e3072cf86837ba2e8,False,,,229310,509,286159,31004,012a6a96510866f5c4d73c49b3879439390dc3f9133a44f1ed70f23f996a3fe6,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,23,WARM_JOINT,CONVERGED,0.3446776954865797,0.3446776954865804,3.976416608295387e-06,8.675268518721898e-06,0.45836236650358125,22,21,64,92,1472,5.07478928565979,16,20,46,0.007671735615227715,0,456,435,1326,17409,57.26049780845642,18881,1390,62.33528709411621,478,fits/tv2_m16_branch_00__X__s9101/p022/WARM_JOINT/WINNER.json,cd0adbf4cc0a553515750dba375e73aa8e310a82e3ca4cd14fabbf5667566c16,5c0e0e28914b069ac8c7e4a0f6b881c114a28739562867648845e1d2b3116f19,False,,,229310,509,286159,31004,d729242c3328dc5d34f8b010817db7ec86589132c77dfdcdd1a15c8d5ee6fb67,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,24,FROZEN_LAYERWISE,CONVERGED,0.3630626355209563,0.363062635520956,4.282511749513464e-06,1.414062607936106e-05,0.3028516365172827,4,3,10,96,240,0.8355200290679932,2,4,2,0.0,0,222,200,622,7046,23.14002227783203,7286,632,23.975542306900024,226,fits/tv2_m16_branch_00__X__s9101/p023/FROZEN_LAYERWISE/WINNER.json,c8ff198beaf08d7758a9bb805963c6f4a03d62f78c789d2e3072cf86837ba2e8,b757dc7f182c3fb4cb507faf65bfa049f5fac7e2a684e1dbfb2b4de607b66ef8,False,,,239280,509,298600,32352,ef998f0ae8b589dd5c0956edfe7eac87c9b3debff1f1d3de7abbf6180868e8d6,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,24,WARM_JOINT,CONVERGED,0.34467766545342904,0.3446776654534284,3.970489134402328e-06,8.676142563201248e-06,0.4576329982454013,22,21,64,96,1536,5.258821249008179,15,20,48,0.006214211333719355,0,478,456,1390,18881,62.33528709411621,20417,1454,67.59410834312439,500,fits/tv2_m16_branch_00__X__s9101/p023/WARM_JOINT/WINNER.json,5c0e0e28914b069ac8c7e4a0f6b881c114a28739562867648845e1d2b3116f19,25859cea631d10c5b550316a73d06df8a2250cc52e4fce8102d6782df47be1c7,False,,,239280,509,298600,32352,079e877886605cddc2f2a9f378381bab9460a3301c25bb5e79a780835486b84b,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,25,FROZEN_LAYERWISE,CONVERGED,0.36306263506594116,0.3630626350659405,4.281946489591139e-06,1.4139397971612524e-05,0.30283796369463145,4,3,10,100,250,0.851210355758667,2,4,2,0.0,0,226,203,632,7286,23.975542306900024,7536,642,24.82675266265869,230,fits/tv2_m16_branch_00__X__s9101/p024/FROZEN_LAYERWISE/WINNER.json,b757dc7f182c3fb4cb507faf65bfa049f5fac7e2a684e1dbfb2b4de607b66ef8,a155bfc5b70d44bb51451118b92ca5c8e9f08343294136a0825991b8c235d87b,False,,,249250,509,311041,33700,842c8b72e3f445cd48e78104adf52af5bec738f6fa5f7140e4bdc74576690223,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,25,WARM_JOINT,BUDGET_EXHAUSTED,0.3446755332412649,0.3446755332412653,4.06672544560706e-06,1.0257603169360943e-05,0.39645961911981636,34,33,100,100,2500,8.575552225112915,29,34,50,0.38375276232074135,0,500,477,1454,20417,67.59410834312439,22917,1554,76.1696605682373,534,fits/tv2_m16_branch_00__X__s9101/p024/WARM_JOINT/WINNER.json,25859cea631d10c5b550316a73d06df8a2250cc52e4fce8102d6782df47be1c7,8975662452c46c1b02eb92649cb8ddf5ab3461900945e37e75aff83d61fd6846,False,,,249250,509,311041,33700,81610303c2c428984a172bd6c91e7e54276172e3fb647f543f63d849a548aaf3,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,26,FROZEN_LAYERWISE,CONVERGED,0.363062634499832,0.36306263449983245,4.282595617247317e-06,1.41408028842844e-05,0.3028537808137362,4,3,10,104,260,0.8962888717651367,2,4,2,0.0,0,230,206,642,7536,24.82675266265869,7796,652,25.723041534423828,234,fits/tv2_m16_branch_00__X__s9101/p025/FROZEN_LAYERWISE/WINNER.json,a155bfc5b70d44bb51451118b92ca5c8e9f08343294136a0825991b8c235d87b,77cd43215db57c1264b2417d6cd2c79bc5e81cd0ad8d71d0f7796f68bb568111,False,,,259220,509,323482,35048,c5e3002d499d69724947cf172c49abd3400187297f3e0e52e6f885673012507f,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,26,WARM_JOINT,BUDGET_EXHAUSTED,0.3446728317376622,0.3446728317376628,5.4592486311411115e-06,1.4651829061518646e-05,0.37259843861263736,35,34,103,104,2678,9.126946687698364,32,35,52,0.2069892393985353,0,534,510,1554,22917,76.1696605682373,25595,1657,85.29660725593567,569,fits/tv2_m16_branch_00__X__s9101/p025/WARM_JOINT/WINNER.json,8975662452c46c1b02eb92649cb8ddf5ab3461900945e37e75aff83d61fd6846,ebd806bbc913a4fbf517c8fbe3df675a7663fc8b9c2cce412630c5671dd469e3,False,,,259220,509,323482,35048,21aa8da0d729b4a5cbd5abc1e5450662f287b1965f96901d24af47b1f6c219db,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,27,FROZEN_LAYERWISE,CONVERGED,0.36306263449755705,0.3630626344975578,4.28264302414247e-06,1.4140905468473532e-05,0.30285493624792387,4,3,10,108,270,0.9246411323547363,2,4,2,0.0,0,234,209,652,7796,25.723041534423828,8066,662,26.647682666778564,238,fits/tv2_m16_branch_00__X__s9101/p026/FROZEN_LAYERWISE/WINNER.json,77cd43215db57c1264b2417d6cd2c79bc5e81cd0ad8d71d0f7796f68bb568111,6949256ad7d1b4406035f39853718c480bbf92bcbbcb233d94e29df4d95128ec,False,,,269190,509,335923,36396,89a1310a082ac2c090e9b879c6153058ebdecef588f1440d22f4ced8b83d7305,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,27,WARM_JOINT,BUDGET_EXHAUSTED,0.34467181060462326,0.34467181060462365,5.627940667175815e-06,1.5711311296168177e-05,0.35820948112385825,36,35,106,108,2862,9.739015340805054,29,36,54,0.15555228273052374,0,569,544,1657,25595,85.29660725593567,28457,1763,95.03562259674072,605,fits/tv2_m16_branch_00__X__s9101/p026/WARM_JOINT/WINNER.json,ebd806bbc913a4fbf517c8fbe3df675a7663fc8b9c2cce412630c5671dd469e3,fce0931423bf88ee17e52c5b29839abcd7ff60af41a0be1d6b453786fe714701,False,,,269190,509,335923,36396,2fd23fb98e2da5625caa8a7418b2e47fe231ecd1d9e3dde57374245e69fdcbba,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,28,FROZEN_LAYERWISE,CONVERGED,0.3630626339197609,0.3630626339197609,4.282003096630538e-06,1.4139515497250138e-05,0.30283945001250606,4,3,10,112,280,0.9423818588256836,2,4,2,0.0,0,238,212,662,8066,26.647682666778564,8346,672,27.590064525604248,242,fits/tv2_m16_branch_00__X__s9101/p027/FROZEN_LAYERWISE/WINNER.json,6949256ad7d1b4406035f39853718c480bbf92bcbbcb233d94e29df4d95128ec,ffb3728cfaab4a93e684f397b67e2de8bce49b15440993c440c712c128367ba7,False,,,279160,509,348364,37744,a73008e762702579f152da9fcd71b1e8acc785e8789110a6c7432cdc5fac8f73,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,28,WARM_JOINT,BUDGET_EXHAUSTED,0.344667899841702,0.3446678998417024,6.61373266185097e-06,2.2413027981335717e-05,0.2950842995135912,38,37,112,112,3136,10.495062828063965,33,38,56,0.706660567190087,0,605,579,1763,28457,95.03562259674072,31593,1875,105.53068542480469,643,fits/tv2_m16_branch_00__X__s9101/p027/WARM_JOINT/WINNER.json,fce0931423bf88ee17e52c5b29839abcd7ff60af41a0be1d6b453786fe714701,a2c52d1d25a1d0e6c4347b8717a049c15bf8038a2d91eb65c522e157ad972803,False,,,279160,509,348364,37744,ea0c5be58ec1932940d5fce8ffad6288a9b9de62d94bd1381d5900da15eeab69,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,29,FROZEN_LAYERWISE,CONVERGED,0.36306263357888263,0.363062633578883,4.2815215172783634e-06,1.413846641189412e-05,0.3028278592985511,4,3,10,116,290,0.9762980937957764,2,4,2,0.0,0,242,215,672,8346,27.590064525604248,8636,682,28.566362619400024,246,fits/tv2_m16_branch_00__X__s9101/p028/FROZEN_LAYERWISE/WINNER.json,ffb3728cfaab4a93e684f397b67e2de8bce49b15440993c440c712c128367ba7,17823040598f088827e47f1f21ed7739e6ee8da830536a20a1ab2ae71aeda0f1,False,,,289130,509,360805,39092,e4013b4f6ba58bbe6062ec218dd8f1535dc023048ef858f7f5d69aca445a7e54,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,29,WARM_JOINT,BUDGET_EXHAUSTED,0.344666791785549,0.3446667917855496,6.224734387084182e-06,2.3150161663989616e-05,0.2688851368483892,39,38,115,116,3335,11.172459840774536,32,39,58,0.14315818168656902,0,643,616,1875,31593,105.53068542480469,34928,1990,116.70314526557922,682,fits/tv2_m16_branch_00__X__s9101/p028/WARM_JOINT/WINNER.json,a2c52d1d25a1d0e6c4347b8717a049c15bf8038a2d91eb65c522e157ad972803,2bfd28ce025788a4fb1fbc041a1a36725efe65f3cd309332ca8933bf57877803,False,,,289130,509,360805,39092,1aed6922c2b9a4134b5d446df07683889fb1f31e3e15fb64fe7cd8b4b07d6b67,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,30,FROZEN_LAYERWISE,CONVERGED,0.36305375691253905,0.36305375691253905,4.193846019886645e-06,1.3960504364612219e-05,0.30040791581408866,15,14,43,120,1290,4.308564186096191,4,15,2,0.0,0,246,218,682,8636,28.566362619400024,9926,725,32.874926805496216,261,fits/tv2_m16_branch_00__X__s9101/p029/FROZEN_LAYERWISE/WINNER.json,17823040598f088827e47f1f21ed7739e6ee8da830536a20a1ab2ae71aeda0f1,7f84a41a097a7e90acb02c4c48977c62bc5283c0c85a8c632957a0edb7cb0c4e,False,,,299100,509,373246,40440,23bfe898b03fa31ee4e60ec91201ba8a542dba387080e39f175125c7bd8c6f71,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,30,WARM_JOINT,BUDGET_EXHAUSTED,0.34466591572977806,0.34466591572977806,5.384811018512296e-06,2.3656976775179845e-05,0.22762042122651405,40,39,118,120,3540,11.83482050895691,36,40,60,0.26323321885828377,0,682,654,1990,34928,116.70314526557922,38468,2108,128.53796577453613,722,fits/tv2_m16_branch_00__X__s9101/p029/WARM_JOINT/WINNER.json,2bfd28ce025788a4fb1fbc041a1a36725efe65f3cd309332ca8933bf57877803,adb9c8789dd6bb8d4f829e64c32d5731d96f7862638b92da2e0ff5bee212a12f,False,,,299100,509,373246,40440,5bf4fd28224bdab4cff6aabec30563c72b37c4130fc17b9af84db279930868cf,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,31,FROZEN_LAYERWISE,CONVERGED,0.3630537566124299,0.3630537566124294,4.194347062907571e-06,1.3961526458877812e-05,0.30042181098618215,4,3,10,124,310,1.0532989501953125,2,4,2,0.0,0,261,232,725,9926,32.874926805496216,10236,735,33.92822575569153,265,fits/tv2_m16_branch_00__X__s9101/p030/FROZEN_LAYERWISE/WINNER.json,7f84a41a097a7e90acb02c4c48977c62bc5283c0c85a8c632957a0edb7cb0c4e,57030e0bf8b5f36b5419800c20f7c72325b54ef4317ea82a2e06e6d06eb6c020,False,,,309070,509,385687,41788,f44b722e34a536d46ca9c0c60c6a4f47a63e48eca11520d936fbd832a6460619,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,31,WARM_JOINT,BUDGET_EXHAUSTED,0.34466471739589183,0.344664717395892,5.707235338834893e-06,2.4334400781904047e-05,0.23453362957180365,42,41,124,124,3844,12.873015880584717,30,42,62,0.16498949866682358,0,722,693,2108,38468,128.53796577453613,42312,2232,141.41098165512085,764,fits/tv2_m16_branch_00__X__s9101/p030/WARM_JOINT/WINNER.json,adb9c8789dd6bb8d4f829e64c32d5731d96f7862638b92da2e0ff5bee212a12f,337716120bef2538057c6de659015d0db5f35a64d1d272689466528275bca9e2,False,,,309070,509,385687,41788,d7a0c7d53a24cf65f4ebed251e44b3f5d511a6925133c6034ec182c90747ee3e,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,32,FROZEN_LAYERWISE,CONVERGED,0.3630537563657078,0.3630537563657082,4.193888229226202e-06,1.3960589978919572e-05,0.3004090970051376,4,3,10,128,320,1.0821938514709473,2,4,2,0.0,0,265,235,735,10236,33.92822575569153,10556,745,35.010419607162476,269,fits/tv2_m16_branch_00__X__s9101/p031/FROZEN_LAYERWISE/WINNER.json,57030e0bf8b5f36b5419800c20f7c72325b54ef4317ea82a2e06e6d06eb6c020,6d048738d586bdee343d36a670e73a92031775929aa2d90e2de946a4cbedc504,True,cb2f3b1d8b34f10ceb1bedd2bbdc47f1f72619db6c3c0429693da678acc9150b,4.319008591980991e-16,319040,509,398128,43136,53ae72713537064f5cd58d04675ba8cb2172d1f3aa396ef2025e0ae2b8b3fba7,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,32,WARM_JOINT,BUDGET_EXHAUSTED,0.34460621859816093,0.344606218598161,2.718895317602627e-05,8.563107663192347e-05,0.3175126863451132,43,42,127,128,4064,13.65278172492981,35,43,64,1.173329984244925,0,764,734,2232,42312,141.41098165512085,46376,2359,155.06376338005066,807,fits/tv2_m16_branch_00__X__s9101/p031/WARM_JOINT/WINNER.json,337716120bef2538057c6de659015d0db5f35a64d1d272689466528275bca9e2,40c03ca0cc4ff0e934b59b73e151d865994046ca7cf1c8d643d7e971597c87b3,True,c3db671a787cd70e4667440cf94d21d44e735e51706e072a552628ba076fa01d,1.9329521701561158e-16,319040,509,398128,43136,466c6f9d00bc6d2bdbe3e6a3d936e79a03b2e58255a670383a914188d0a51df7,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,32,RANDOM_JOINT,BUDGET_EXHAUSTED,0.34427440830394684,0.34427440830394657,0.00010905177565279875,0.00047481237075342077,0.22967340863456873,42,42,126,128,4032,13.58747124671936,33,42,64,2.5483675433301336,0,0,0,0,0,0.0,4032,126,13.58747124671936,42,,,222e417ce615c0a0a347bce46098a2dcf78f813190eaa9efcedd60bc096632c7,True,71a9e540ce14d3663711964ce3e468d3ce47d960b86a1a12274c7378917e0d13,3.872903710154804e-16,319040,509,398128,43136,c667e112d6de9c62ddd1f5934b4266a259e0be83482d0d67cae22d063434ea4f,False,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,33,FROZEN_LAYERWISE,CONVERGED,0.36305375342940865,0.3630537534294085,4.195387692006852e-06,1.3963644075966844e-05,0.3004507755412953,4,3,10,132,330,3.953108310699463,2,4,2,0.0,0,269,238,745,10556,35.010419607162476,10886,755,38.96352791786194,273,fits/tv2_m16_branch_00__X__s9101/p032/FROZEN_LAYERWISE/WINNER.json,6d048738d586bdee343d36a670e73a92031775929aa2d90e2de946a4cbedc504,a2487ee04c765b5bc23683209579b25b43560a206a465b95bb67fada7a02fda0,False,,,329010,509,410569,44484,b04053d49b6e789945af845f97bce29e8a722b24bf505ca23232b8026d566d64,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,33,WARM_JOINT,BUDGET_EXHAUSTED,0.3439604327290575,0.34396043272905785,0.00020607785552411573,0.00073331646204242,0.2810217228045738,44,43,130,132,4290,18.65869903564453,32,44,66,1.2374555725105507,0,807,776,2359,46376,155.06376338005066,50666,2489,173.7224624156952,851,fits/tv2_m16_branch_00__X__s9101/p032/WARM_JOINT/WINNER.json,40c03ca0cc4ff0e934b59b73e151d865994046ca7cf1c8d643d7e971597c87b3,e7d3857b4b1666b7d0b7ce794dc750e2d22c10aed636c5fdf113d6bce815febd,False,,,329010,509,410569,44484,72513e57b93ead0ff38153a2a10faab27aa1d08803063c90a20884ffdf6eb641,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,34,FROZEN_LAYERWISE,CONVERGED,0.3630537530491265,0.36305375304912624,4.195916991509421e-06,1.3964721039764156e-05,0.3004655072995489,4,3,10,136,340,1.5250279903411865,2,4,2,0.0,0,273,241,755,10886,38.96352791786194,11226,765,40.488555908203125,277,fits/tv2_m16_branch_00__X__s9101/p033/FROZEN_LAYERWISE/WINNER.json,a2487ee04c765b5bc23683209579b25b43560a206a465b95bb67fada7a02fda0,56eb653638b11bc0e4b18ee8cfbf85734d29b6c1c7695d43235a5a959fe460b9,False,,,338980,509,423010,45832,b21bebb5fcf49ef8a537ae4e8f782f22eb183b637a96cdae64706c5f68c927ce,True,True
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,34,WARM_JOINT,BUDGET_EXHAUSTED,0.31093862442052217,0.3109386244205225,0.011138543238038664,0.03873673224345077,0.2875447306199108,46,45,136,136,4624,20.266698598861694,39,46,68,4.823821584798299,0,851,819,2489,50666,173.7224624156952,55290,2625,193.98916101455688,897,fits/tv2_m16_branch_00__X__s9101/p033/WARM_JOINT/WINNER.json,e7d3857b4b1666b7d0b7ce794dc750e2d22c10aed636c5fdf113d6bce815febd,2c874339820b11092f3e5f98e1625c5e4a71507df0119520286e4d96a3d616f2,False,,,338980,509,423010,45832,f38a092d7b6ca9f1d2c5cf50af2ef4d5480c38479280f943f73a7ad1146d98c0,True,False
tv2_m16_branch_00__X__s9101,tv2_m16_branch_00,X,9101,35,FROZEN_LAYERWISE,CONVERGED,0.3630537507907808,0.36305375079078145,4.197123217838395e-06,1.3967169014462516e-05,0.300499207354935,4,3,10,140,350,1.5113940238952637,2,4,2,0.0,0,277,244,765,11226,40.488555908203125,11576,775,41.99994993209839,281,fits/tv2_m16_branch_00__X__s9101/p034/FROZEN_LAYERWISE/WINNER.json,56eb653638b11bc0e4b18ee8cfbf85734d29b6c1c7695d43235a5a959fe460b9,ee4d7ea20b330175c3c01bbfac312da1e96129686c578228e6c09e04ec5a64f2,False,,,348950,509,435451,47180,6e0cfa99657a072797c127ebbb9c7510d0994d73f65208f1b8b63faad81773b7,True,True
