unit,task_id,mixer,seed,p,strategy,status,loss,energy_report,p_opt,p_feas,p_opt_given_feas,objective_evaluations,gradient_evaluations,work_credits,work_budget,nominal_layer_work,fit_seconds,iterations,winner_call,active_parameter_count,earlier_parameter_change,incomplete_previous_calls_charged,ancestor_calls,ancestor_gradients,ancestor_credits,ancestor_layer_work,ancestor_fit_seconds,cumulative_layer_work,cumulative_credits,cumulative_fit_seconds,cumulative_calls,parent_record,parent_sha256,winner_sha256,has_state,complex_state_sha256,independent_state_error,cnot,ancillas,one_qubit,toffoli,initial_parameters_sha256,anchor_present,prefix_present
tv2_m16_cycle_00__X__s9101,tv2_m16_cycle_00,X,9101,119,WARM_JOINT,BUDGET_EXHAUSTED,-0.5882331122249157,-0.5882331122249149,0.1413060876409048,0.903276911844219,0.15643717423530773,159,158,475,476,56525,226.66415333747864,145,159,238,1.4697242695578068,0,9514,9397,28308,2214126,8933.645287275314,2270651,28783,9160.309440612793,9673,fits/tv2_m16_cycle_00__X__s9101/p118/WARM_JOINT/WINNER.json,6f758ee042e0b92a8cc8317c46fdbdd149a96b9f2bf5e9e8789c438cbf3b7302,f6519eddca6dabfecba25f8fe71b6d70210c8b2fa452b6c71d396e4fd96cb65f,False,,,1349698,541,1701359,185640,13c083a642d09978af9d1e4a3d8e79895fb7863cd63b26c1ff540cd02024e3ef,True,False
tv2_m16_cycle_00__X__s9101,tv2_m16_cycle_00,X,9101,120,FROZEN_LAYERWISE,CONVERGED,0.36835786458059283,0.3683578645805933,3.375068921375487e-05,5.8585345467897496e-05,0.5760943960337136,4,3,10,480,1200,4.868646144866943,2,4,2,0.0,0,669,551,1771,81431,328.1509783267975,82631,1781,333.01962447166443,673,fits/tv2_m16_cycle_00__X__s9101/p119/FROZEN_LAYERWISE/WINNER.json,6390dd75899d263078f2901f66745b255ca13b4a6960ba938fa562ab5937e88d,1ed516f21fcc7bd3816384b86e6af090f0d7c6bb63b8bf93ea1f91d7d086613b,True,1feb9b0112c4251f15fa3025085cf0e73ca4b5df060bbfd7174351665495950a,6.272794629991203e-16,1361040,541,1715656,187200,4ba982e0dc1d0398facf245b1958185ef756b820d541bca14b65f67bbb63c9c5,True,True
tv2_m16_cycle_00__X__s9101,tv2_m16_cycle_00,X,9101,120,WARM_JOINT,BUDGET_EXHAUSTED,-0.6015510782135243,-0.6015510782135223,0.1416812909334488,0.9170931918042802,0.15448952429218935,160,159,478,480,57360,232.9548408985138,151,160,240,1.726681006820203,0,9673,9555,28783,2270651,9160.309440612793,2328011,29261,9393.264281511307,9833,fits/tv2_m16_cycle_00__X__s9101/p119/WARM_JOINT/WINNER.json,f6519eddca6dabfecba25f8fe71b6d70210c8b2fa452b6c71d396e4fd96cb65f,00bd3a2f042fc4c93c2ba9b20ab11796242d99e85459f807a546b1b6be4ceedf,True,58f9f9f74468cd91b4ed9576ac2e1253e472b1986f1c7b7e6800de4f8fde6806,2.5149063476335817e-15,1361040,541,1715656,187200,cb2144896e03894d4d24bbbd05c7d71511ec35239e3795716d06977c1874c0b7,True,False
tv2_m16_cycle_00__X__s9101,tv2_m16_cycle_00,X,9101,120,RANDOM_JOINT,BUDGET_EXHAUSTED,-0.34812825510825335,-0.3481282551082535,0.08064094939110693,0.7097592772407717,0.11361732347423913,160,160,480,480,57600,234.5014202594757,150,160,240,3.435605046762203,0,0,0,0,0,0.0,57600,480,234.5014202594757,160,,,6ec6813e6dbd419daf998d910a9f55a24799a4d98da24c4f07ce2553c6d5ff42,True,9eb1f86097f5ccec7a8d10e58612239b51e7d18426a76677f6137751a792cbdc,7.499143576176369e-16,1361040,541,1715656,187200,26f26655be9d14a0275fe831f2b6f596b3ce1ee99860183bddd9cdb2dc312bcf,False,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,1,SHARED_P1,CONVERGED,0.6043736446703856,0.6043736446703858,6.12356191827294e-05,0.0005004307591737787,0.12236581796816536,11,11,33,64,33,0.18239188194274902,3,11,2,,0,0,0,0,0,0.0,33,33,0.18239188194274902,11,,,c83dd0dce2e42927600061c730bc8ff529015c7f3ebc1ccd15cfed411e45ae7e,True,44d616f5006d7f0313ec1254367417a955b0ce56e0544b863ecf116eb6b31974,1.9263438339704046e-17,11446,541,14513,1560,5f6153222d01c7e657ed34dd2b668b4388583c4f3d35eaa6e313b6b75b345516,False,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,2,FROZEN_LAYERWISE,CONVERGED,0.5237865470841019,0.5237865470841017,7.923887283905908e-05,0.00045815102669799875,0.17295360748212682,7,6,19,64,38,0.17989754676818848,4,7,2,0.0,0,11,11,33,33,0.18239188194274902,71,52,0.3622894287109375,18,fits/tv2_m16_cycle_00__MULTI__s9101/p001/SHARED_P1/WINNER.json,c83dd0dce2e42927600061c730bc8ff529015c7f3ebc1ccd15cfed411e45ae7e,0e02f69e9bc9f09b0451215d270a4e749b5cf4519b9d3cd37744c812192b9b32,False,,,22892,541,29010,3120,f1a8bcb622a48ffbc4a08c5a77763479c8e8db387455c5025a94a30cabfbae76,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,2,WARM_JOINT,CONVERGED,0.5237865470841019,0.5237865470841017,7.923887283905908e-05,0.00045815102669799875,0.17295360748212682,7,6,19,64,38,0.17553210258483887,4,7,4,0.0,0,11,11,33,33,0.18239188194274902,71,52,0.3579239845275879,18,fits/tv2_m16_cycle_00__MULTI__s9101/p001/SHARED_P1/WINNER.json,c83dd0dce2e42927600061c730bc8ff529015c7f3ebc1ccd15cfed411e45ae7e,d7a893dacd4205feb95242fdfacf1c7f74f34f4a508e60d1fb06fd274ba97286,False,,,22892,541,29010,3120,f1a8bcb622a48ffbc4a08c5a77763479c8e8db387455c5025a94a30cabfbae76,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,3,FROZEN_LAYERWISE,CONVERGED,0.4695024584568064,0.4695024584568065,3.278730520211488e-05,0.0002135128081663662,0.15356130380978114,6,5,16,64,48,0.19697356224060059,4,6,2,0.0,0,18,17,52,71,0.3622894287109375,119,68,0.5592629909515381,24,fits/tv2_m16_cycle_00__MULTI__s9101/p002/FROZEN_LAYERWISE/WINNER.json,0e02f69e9bc9f09b0451215d270a4e749b5cf4519b9d3cd37744c812192b9b32,e37ca1c2e2562c4cbe0a2791871fb69a071eb8b06d7b6c20c082bbb2519cf155,False,,,34338,541,43507,4680,27819f197b0d2c27f981d0a8953eb9be97dbc6e6fa51997cd521f0706fa0cbd7,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,3,WARM_JOINT,CONVERGED,0.4661579020743801,0.4661579020743798,8.501265169978035e-05,0.00029853337044267114,0.28476766792845276,12,11,34,64,102,0.4243142604827881,9,12,6,2.3324147212400526,0,18,17,52,71,0.3579239845275879,173,86,0.782238245010376,30,fits/tv2_m16_cycle_00__MULTI__s9101/p002/WARM_JOINT/WINNER.json,d7a893dacd4205feb95242fdfacf1c7f74f34f4a508e60d1fb06fd274ba97286,949ed3d3dfceeb893b06964cbf3b3a6f9616071310481e7b5991834731f7d1d9,False,,,34338,541,43507,4680,27819f197b0d2c27f981d0a8953eb9be97dbc6e6fa51997cd521f0706fa0cbd7,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,4,FROZEN_LAYERWISE,CONVERGED,0.45130413175967576,0.4513041317596753,4.6899115358221495e-06,6.65978503982444e-05,0.0704213650707528,11,10,31,64,124,0.47260236740112305,8,11,2,0.0,0,24,22,68,119,0.5592629909515381,243,99,1.0318653583526611,35,fits/tv2_m16_cycle_00__MULTI__s9101/p003/FROZEN_LAYERWISE/WINNER.json,e37ca1c2e2562c4cbe0a2791871fb69a071eb8b06d7b6c20c082bbb2519cf155,9239df587935f1aa00b0d2100aa933fb108a064bf7beed1d751a5c244643e7a8,True,ce0462b4d7d823d159db89997104690690e30fc1b6f897fa3047daad35170064,1.443994491455211e-16,45784,541,58004,6240,6955cdb2902969c877382400e183e30027f1f49ae5b8505612cc5c34eaba7bce,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,4,WARM_JOINT,BUDGET_EXHAUSTED,0.4392306149936539,0.43923061499365446,2.8803503222099585e-05,0.00010800852106351841,0.2666780633461375,22,21,64,64,256,0.9889628887176514,15,22,8,5.337548978773851,0,30,28,86,173,0.782238245010376,429,150,1.7712011337280273,52,fits/tv2_m16_cycle_00__MULTI__s9101/p003/WARM_JOINT/WINNER.json,949ed3d3dfceeb893b06964cbf3b3a6f9616071310481e7b5991834731f7d1d9,0574594a58b2f9a61812db24413335c4f998a2bb482ddd197ef6cd5182c46145,True,e416b24e9e73fb8a357dc8e6c16f467fdeb8444a20145afde1d365b3d7d74603,1.594813855221478e-16,45784,541,58004,6240,c9e25cfea0ce9a200472ca9629a3a071ee05644eadc267854f29430eabab9193,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,4,RANDOM_JOINT,CONVERGED,0.4390131293594346,0.4390131293594348,4.849690459685637e-05,0.0003804068916971501,0.12748692427861105,21,21,63,64,252,0.9660820960998535,18,21,8,4.366242136195955,0,0,0,0,0,0.0,252,63,0.9660820960998535,21,,,4ea3c57cf967871f189a86e1800313ccb2d0642ce24449290010dd258adfc856,True,0d438a35d50397be7324996743301c40d8b147ba3ea635e57776dbd693d5922d,9.185848120258998e-17,45784,541,58004,6240,a5be26f77be89ce9d6e4629a0ff59727f2274da3562f904736a9c712aea973e8,False,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,5,FROZEN_LAYERWISE,CONVERGED,0.4418773516280353,0.44187735162803554,1.4063387388257849e-05,0.00013044454942947513,0.10781123051723386,11,10,31,64,155,0.5911602973937988,7,11,2,0.0,0,35,32,99,243,1.0318653583526611,398,130,1.62302565574646,46,fits/tv2_m16_cycle_00__MULTI__s9101/p004/FROZEN_LAYERWISE/WINNER.json,9239df587935f1aa00b0d2100aa933fb108a064bf7beed1d751a5c244643e7a8,d819a7caa98603135b912c6ea2d26cb8184045fc8a14b550f11ebf865ca9ecc3,False,,,57230,541,72501,7800,f98b445609b3414623591e96a6dcd7c1f417cb4118541260cc8d584dbc2b566a,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,5,WARM_JOINT,BUDGET_EXHAUSTED,0.43682298326175495,0.43682298326175517,0.000122127982604933,0.0003297491054155845,0.3703663803758147,22,21,64,64,320,1.219513177871704,15,22,10,1.751778130940799,0,52,49,150,429,1.7712011337280273,749,214,2.9907143115997314,74,fits/tv2_m16_cycle_00__MULTI__s9101/p004/WARM_JOINT/WINNER.json,0574594a58b2f9a61812db24413335c4f998a2bb482ddd197ef6cd5182c46145,0edfb1c837ccdaf9a0bccc354257dcf50946f6974cd853533f46a00f6d79240c,False,,,57230,541,72501,7800,96bd43d5b8dad20175de810e34c9faa500d4af97db7db33a1fbc634030a6fd53,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,6,FROZEN_LAYERWISE,CONVERGED,0.4344636332148701,0.43446363321487114,1.7515113411020522e-05,9.116782267095915e-05,0.19211946603392815,13,12,37,64,222,0.8198559284210205,7,13,2,0.0,0,46,42,130,398,1.62302565574646,620,167,2.4428815841674805,59,fits/tv2_m16_cycle_00__MULTI__s9101/p005/FROZEN_LAYERWISE/WINNER.json,d819a7caa98603135b912c6ea2d26cb8184045fc8a14b550f11ebf865ca9ecc3,359fbf4523cfbce43975c63f105b2fb64c395281a896f538302067a8642e854f,False,,,68676,541,86998,9360,1103f0a399283cfa254893619116bc1439ea98cb2dc40c933bbf008256612177,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,6,WARM_JOINT,BUDGET_EXHAUSTED,0.43193099863243023,0.43193099863243023,0.00027384026907112825,0.0009022514535569734,0.30350770618496586,22,21,64,64,384,1.4105968475341797,16,22,12,3.0726248318696525,0,74,70,214,749,2.9907143115997314,1133,278,4.401311159133911,96,fits/tv2_m16_cycle_00__MULTI__s9101/p005/WARM_JOINT/WINNER.json,0edfb1c837ccdaf9a0bccc354257dcf50946f6974cd853533f46a00f6d79240c,279b566530d874850d171631b58a41064cd0d1d911e00f15bf9ccea7c878f986,False,,,68676,541,86998,9360,199620efbc4247ddbc4a699673e7d6f2248fa46a53414501473c5552fa9bf1cd,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,7,FROZEN_LAYERWISE,CONVERGED,0.42884419175706534,0.4288441917570647,3.67058282754348e-05,0.00018016834191537552,0.2037307325205635,13,12,37,64,259,0.9475226402282715,5,13,2,0.0,0,59,54,167,620,2.4428815841674805,879,204,3.390404224395752,72,fits/tv2_m16_cycle_00__MULTI__s9101/p006/FROZEN_LAYERWISE/WINNER.json,359fbf4523cfbce43975c63f105b2fb64c395281a896f538302067a8642e854f,81c075a8a2dd06210109f99f9fe40a4a2633f640bfe0cc529a12ee45ae469f08,False,,,80122,541,101495,10920,a560193c614e7eee9d8b374735406f9840288f93a09dffcbb15ddcf610e8129e,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,7,WARM_JOINT,BUDGET_EXHAUSTED,0.4225846773182498,0.4225846773182491,0.001937181149341714,0.009670957088889374,0.2003091453654855,22,21,64,64,448,1.5999789237976074,17,22,14,1.8994763705733195,0,96,91,278,1133,4.401311159133911,1581,342,6.0012900829315186,118,fits/tv2_m16_cycle_00__MULTI__s9101/p006/WARM_JOINT/WINNER.json,279b566530d874850d171631b58a41064cd0d1d911e00f15bf9ccea7c878f986,ac737b3e8b0d9716c8c6a751f9483cd39c17ba8fa9a7258a159d1fee886c5ecb,False,,,80122,541,101495,10920,098082f89c4a9085445c03ba5c590a07cd510461d0fdddcbe0b51f9bafc52dfe,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,8,FROZEN_LAYERWISE,CONVERGED,0.4234965875973989,0.4234965875973991,3.925716584055953e-05,0.0001399460474341641,0.2805164315843045,13,12,37,64,296,1.0812287330627441,7,13,2,0.0,0,72,66,204,879,3.390404224395752,1175,241,4.471632957458496,85,fits/tv2_m16_cycle_00__MULTI__s9101/p007/FROZEN_LAYERWISE/WINNER.json,81c075a8a2dd06210109f99f9fe40a4a2633f640bfe0cc529a12ee45ae469f08,648f4a098fc3479e21ba87a8922404a81f453504fe7cd563b90d539c3fb31d59,True,5e68a571cbc288031d449d7145aadaabb8dc9529617757a4df1cf35d74cfebb1,2.2618026913899e-16,91568,541,115992,12480,33dee5503dd8537f991768d9f3160512e8f35a15bfdb764012693e72fb234e82,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,8,WARM_JOINT,BUDGET_EXHAUSTED,0.41797298344735606,0.4179729834473559,0.0030444255034511635,0.015702896445360166,0.19387668472784964,22,21,64,64,512,1.8392484188079834,20,22,16,2.223212627131442,0,118,112,342,1581,6.0012900829315186,2093,406,7.840538501739502,140,fits/tv2_m16_cycle_00__MULTI__s9101/p007/WARM_JOINT/WINNER.json,ac737b3e8b0d9716c8c6a751f9483cd39c17ba8fa9a7258a159d1fee886c5ecb,fe1c7198407708e11b149c9c517c48c3c0e9918ac4e1df64bbf76959b39dce72,True,7c1ea890349875fab2307c7fc5c73cb46b9aaae2f3348353df3ac3e3d2ee52a7,2.502815843029504e-16,91568,541,115992,12480,6bb9a83cd043955cfb886ad1f38e586131a6ceb95b94d2820471318ee5f8198f,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,8,RANDOM_JOINT,BUDGET_EXHAUSTED,0.42338408484811363,0.4233840848481136,0.0015108109503290709,0.008856641716078445,0.1705850816553105,21,21,63,64,504,1.7883884906768799,11,21,16,3.3301157656164646,0,0,0,0,0,0.0,504,63,1.7883884906768799,21,,,5276939230fc7028cb406ad36675cb06bffa93b0edce1ec273b11ad02e8529b4,True,6a8cd1439299bab0080fda72ccfb32b07a90d6e85a23f6bff7148e7068c08f34,3.569485997778505e-16,91568,541,115992,12480,c7c4b5047c66152ff24e96c32cb3fc7c7e6709e5cfeba7e933706f1cdac3565f,False,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,9,FROZEN_LAYERWISE,CONVERGED,0.41925434658958777,0.41925434658958827,1.7105870585829128e-05,9.464511097812818e-05,0.18073697002460248,15,14,43,64,387,1.3949997425079346,6,15,2,0.0,0,85,78,241,1175,4.471632957458496,1562,284,5.866632699966431,100,fits/tv2_m16_cycle_00__MULTI__s9101/p008/FROZEN_LAYERWISE/WINNER.json,648f4a098fc3479e21ba87a8922404a81f453504fe7cd563b90d539c3fb31d59,f8573ed804f2c0de8e0c41ccc2488e2611db6ff37d19a98cadb10c39fdc32d44,False,,,103014,541,130489,14040,e460cca05246c37bfac8ae8d0ddcba17d64f9087709393897fa7202e35cb90e6,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,9,WARM_JOINT,BUDGET_EXHAUSTED,0.41712967721571725,0.4171296772157173,0.003237376434855275,0.01676373075608901,0.19311789732004486,22,21,64,64,576,2.0449154376983643,16,21,18,1.3512247973883802,0,140,133,406,2093,7.840538501739502,2669,470,9.885453939437866,162,fits/tv2_m16_cycle_00__MULTI__s9101/p008/WARM_JOINT/WINNER.json,fe1c7198407708e11b149c9c517c48c3c0e9918ac4e1df64bbf76959b39dce72,29c9c80024f115c882bc90d9f199d9a0236d5ab29a506e8548c96633e9356248,False,,,103014,541,130489,14040,01b11c10eaf04a433e67d299bd8285fc8b9c34c0a3a8e5532d0974381e017043,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,10,FROZEN_LAYERWISE,CONVERGED,0.41590886197163024,0.4159088619716307,2.1615490355323405e-05,8.908578932148388e-05,0.24263679448716097,18,17,52,64,520,1.8348727226257324,9,18,2,0.0,0,100,92,284,1562,5.866632699966431,2082,336,7.701505422592163,118,fits/tv2_m16_cycle_00__MULTI__s9101/p009/FROZEN_LAYERWISE/WINNER.json,f8573ed804f2c0de8e0c41ccc2488e2611db6ff37d19a98cadb10c39fdc32d44,e7b5f58dddbc4c1d9d2b685e3b186e6f52b8947242873fc04c03f4766f92af7f,False,,,114460,541,144986,15600,17d26496883e16b686d5f0f7ae135f4d69c3cd87036c8c70e0e14a248f1d90ab,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,10,WARM_JOINT,BUDGET_EXHAUSTED,0.41611779669465776,0.4161177966946584,0.00351414738589801,0.01790096285897366,0.19631052327089693,22,21,64,64,640,2.2344346046447754,16,22,20,1.453045041208106,0,162,154,470,2669,9.885453939437866,3309,534,12.119888544082642,184,fits/tv2_m16_cycle_00__MULTI__s9101/p009/WARM_JOINT/WINNER.json,29c9c80024f115c882bc90d9f199d9a0236d5ab29a506e8548c96633e9356248,6f588d3d5b82fb0d58ac5076bf511d825e109a8e907322fb042f19bf01321623,False,,,114460,541,144986,15600,3e70351a0edf0107e65958e7b3c112dbda3698ce0c30e83aeeb0ad5f99b718be,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,11,FROZEN_LAYERWISE,CONVERGED,0.4126205261782042,0.4126205261782037,7.629499657594453e-06,7.05811863203555e-05,0.10809537293642962,12,11,34,64,374,1.264512062072754,5,12,2,0.0,0,118,109,336,2082,7.701505422592163,2456,370,8.966017484664917,130,fits/tv2_m16_cycle_00__MULTI__s9101/p010/FROZEN_LAYERWISE/WINNER.json,e7b5f58dddbc4c1d9d2b685e3b186e6f52b8947242873fc04c03f4766f92af7f,d2543c877f385c67412eae422ad88c75c59eef956f2906c762ad9114a1ab9eba,False,,,125906,541,159483,17160,3b5c3c95425fa53a3acccc67843233a23963f8db333db8f9d452e92002a6b76c,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,11,WARM_JOINT,BUDGET_EXHAUSTED,0.4155005065737268,0.41550050657372717,0.0037089113367704545,0.018636404904976415,0.19901431395601824,22,21,64,64,704,2.4794437885284424,19,22,22,0.9169197497633501,0,184,175,534,3309,12.119888544082642,4013,598,14.599332332611084,206,fits/tv2_m16_cycle_00__MULTI__s9101/p010/WARM_JOINT/WINNER.json,6f588d3d5b82fb0d58ac5076bf511d825e109a8e907322fb042f19bf01321623,75358ee65ceddf5d5fbc1ff54ace87eb10fd50731b2ca777443124adcbc9a48d,False,,,125906,541,159483,17160,f4be6e54614ef135826461ffc698fa0edc2c9066e83aac6d3a3efdf28aa4c272,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,12,FROZEN_LAYERWISE,CONVERGED,0.40969577460035034,0.4096957746003506,1.0339956837961091e-05,7.522161179309778e-05,0.13745992131093726,15,14,43,64,516,1.7891461849212646,6,15,2,0.0,0,130,120,370,2456,8.966017484664917,2972,413,10.755163669586182,145,fits/tv2_m16_cycle_00__MULTI__s9101/p011/FROZEN_LAYERWISE/WINNER.json,d2543c877f385c67412eae422ad88c75c59eef956f2906c762ad9114a1ab9eba,ad0e66b98dd353701d4884a1ff8f878576c5a662164c84413bb1c26666cbd83f,False,,,137352,541,173980,18720,c8176367e29577335f38fce0690438fa28c0d4c17ce24e16f868abf8765aa279,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,12,WARM_JOINT,BUDGET_EXHAUSTED,0.41518799887929525,0.41518799887929597,0.003634185873826274,0.018654469373857084,0.1948158267594214,22,21,64,64,768,2.7134037017822266,19,22,24,0.5310352639025018,0,206,196,598,4013,14.599332332611084,4781,662,17.31273603439331,228,fits/tv2_m16_cycle_00__MULTI__s9101/p011/WARM_JOINT/WINNER.json,75358ee65ceddf5d5fbc1ff54ace87eb10fd50731b2ca777443124adcbc9a48d,2b9a72b49ccec92a78620929e4269d7e791f403e294f268ef0ac89b5e5f8ba11,False,,,137352,541,173980,18720,f35b1e0a93d72dc5dea9bcd55bd36b30b3cce2a10269956eb7ac67d6df81d68d,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,13,FROZEN_LAYERWISE,CONVERGED,0.40737494327890833,0.4073749432789083,1.4732962860064216e-05,7.919703236534808e-05,0.18602922887436987,14,13,40,64,520,1.8605103492736816,5,14,2,0.0,0,145,134,413,2972,10.755163669586182,3492,453,12.615674018859863,159,fits/tv2_m16_cycle_00__MULTI__s9101/p012/FROZEN_LAYERWISE/WINNER.json,ad0e66b98dd353701d4884a1ff8f878576c5a662164c84413bb1c26666cbd83f,be4e9fef5c3a8ce22dc16b0328886f2867b29f2abd8bcd6961b592b1b54d24f7,False,,,148798,541,188477,20280,3856290f1d40a398e34d11ade0d03f03ca2bb41f0876ed1ed1ade79034aa3333,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,13,WARM_JOINT,BUDGET_EXHAUSTED,0.41488278967092573,0.41488278967092584,0.003714716361961109,0.01901649439231374,0.19534180618813513,22,21,64,64,832,2.9513580799102783,19,22,26,1.0948585267886917,0,228,217,662,4781,17.31273603439331,5613,726,20.26409411430359,250,fits/tv2_m16_cycle_00__MULTI__s9101/p012/WARM_JOINT/WINNER.json,2b9a72b49ccec92a78620929e4269d7e791f403e294f268ef0ac89b5e5f8ba11,db4609fc0cadb6c482def0b188977a3970d0b6cfca19dc75a471b72f36091c3a,False,,,148798,541,188477,20280,cecde2069c5941c0121e09751cc97b12fccd81fe83b803cb839525fcecea4ebb,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,14,FROZEN_LAYERWISE,CONVERGED,0.405743005702921,0.405743005702921,2.2569143403062113e-05,9.832207013100885e-05,0.22954300466812738,14,13,40,64,560,1.9467806816101074,6,14,2,0.0,0,159,147,453,3492,12.615674018859863,4052,493,14.56245470046997,173,fits/tv2_m16_cycle_00__MULTI__s9101/p013/FROZEN_LAYERWISE/WINNER.json,be4e9fef5c3a8ce22dc16b0328886f2867b29f2abd8bcd6961b592b1b54d24f7,d921d8f0401e2045a05f6a671ae1d7517ce6febe3317e2ecc6fe808c7f27cc96,False,,,160244,541,202974,21840,2b91f7c0f463f88103cd1dc280a0aec64ddf2a52746fde75be24b3eb200a33d3,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,14,WARM_JOINT,BUDGET_EXHAUSTED,0.41469326611672386,0.4146932661167242,0.003710835633718728,0.01916862289462871,0.19358905718566516,22,21,64,64,896,3.1428909301757812,17,22,28,1.0175912831163734,0,250,238,726,5613,20.26409411430359,6509,790,23.40698504447937,272,fits/tv2_m16_cycle_00__MULTI__s9101/p013/WARM_JOINT/WINNER.json,db4609fc0cadb6c482def0b188977a3970d0b6cfca19dc75a471b72f36091c3a,df37850d539a6e85b1310176b02914f229c6257202f6a620660d21e7363dede1,False,,,160244,541,202974,21840,3da7784cbf1c6295131b4edbb3275fb14101ec9697698d2cb3699784d6c53e0a,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,15,FROZEN_LAYERWISE,CONVERGED,0.405743005699845,0.405743005699845,2.2569523826689385e-05,9.832318254620184e-05,0.2295442767638651,4,3,10,64,150,0.532977819442749,2,4,2,0.0,0,173,160,493,4052,14.56245470046997,4202,503,15.09543251991272,177,fits/tv2_m16_cycle_00__MULTI__s9101/p014/FROZEN_LAYERWISE/WINNER.json,d921d8f0401e2045a05f6a671ae1d7517ce6febe3317e2ecc6fe808c7f27cc96,8eb6e8c5523a7a0a909390f2b47a1775fae48dc0b86a6fe82b9de8bc9f3f4c0c,False,,,171690,541,217471,23400,4aaafc26e9341487bb2153a6fb57f4086312b7c4779ce219a1463fd8063ce9f1,True,True
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,15,WARM_JOINT,BUDGET_EXHAUSTED,0.41462688307725926,0.4146268830772596,0.003721005791499385,0.019230154198195577,0.19349848956741794,22,21,64,64,960,3.293123722076416,18,22,30,0.4182915214651248,0,272,259,790,6509,23.40698504447937,7469,854,26.700108766555786,294,fits/tv2_m16_cycle_00__MULTI__s9101/p014/WARM_JOINT/WINNER.json,df37850d539a6e85b1310176b02914f229c6257202f6a620660d21e7363dede1,7f4619b100f04c83564c39c08aa54afad5506d4e3c162d4c7e4a2cecbbe79233,False,,,171690,541,217471,23400,09534c4d51c58d429a80186f0e4eed87211239cde0c6c9a30f011b519c2f194a,True,False
tv2_m16_cycle_00__MULTI__s9101,tv2_m16_cycle_00,MULTI,9101,16,FROZEN_LAYERWISE,CONVERGED,0.4044372914830175,0.40443729148301766,1.4855740753703816e-05,8.533896157528518e-05,0.1740792303946449,15,14,43,64,688,2.39540696144104,5,15,2,0.0,0,177,163,503,4202,15.09543251991272,4890,546,17.49083948135376,192,fits/tv2_m16_cycle_00__MULTI__s9101/p015/FROZEN_LAYERWISE/WINNER.json,8eb6e8c5523a7a0a909390f2b47a1775fae48dc0b86a6fe82b9de8bc9f3f4c0c,5340cddddb08d0db02e58932d58601233eb0fea19bda30069ad2e8f470486bf6,True,70cdca51c022ee83a01e20e9ce296f7f55b0a6ae916aa3c62e0ed9dc716c6c42,7.223707037843892e-16,183136,541,231968,24960,0c40957855b28b36c17dc96eb78fa73770d58875134443169eaa6cf10a0e7efc,True,True
